map_order,title,year,first_broadcast_date,source,broadcasting_station,cluster,form,genre,protagonist_verified,protagonist_role,author,director,url,description
68,Andy Warhol: Das Tagebuch (1986),1993,23.03.1993,DRA,Südwestfunk,Based on diaries,adaptation,"Hörspielbearbeitung, Kurzhörspiel",Andy Warhol,artist; author,Andy Warhol,Norbert Schaeffer,https://hoerspiele.dra.de/detailansicht/1378296,"""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
69,Andy Warhol: Das Tagebuch (1981),1993,16.02.1993,DRA,Südwestfunk,Based on diaries,adaptation,"Hörspielbearbeitung, Kurzhörspiel",Andy Warhol,artist; author,Andy Warhol,Norbert Schaeffer,https://hoerspiele.dra.de/detailansicht/1378291,"""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
70,Andy Warhol: Das Tagebuch (1985),1993,16.03.1993,DRA,Südwestfunk,Based on diaries,adaptation,"Hörspielbearbeitung, Kurzhörspiel",Andy Warhol,artist; author,Andy Warhol,Norbert Schaeffer,https://hoerspiele.dra.de/detailansicht/1378295,"""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
71,Andy Warhol: Das Tagebuch (1984),1993,09.03.1993,DRA,Südwestfunk,Based on diaries,adaptation,"Hörspielbearbeitung, Kurzhörspiel",Andy Warhol,artist; author,Andy Warhol,Norbert Schaeffer,https://hoerspiele.dra.de/detailansicht/1378294,"""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
72,Andy Warhol: Das Tagebuch (1987),1993,30.03.1993,DRA,Südwestfunk,Based on diaries,adaptation,"Hörspielbearbeitung, Kurzhörspiel",Andy Warhol,artist; author,Andy Warhol,Norbert Schaeffer,https://hoerspiele.dra.de/detailansicht/1378297,"""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
73,Meine Seele war schwarz von Fliegen (1. Teil),1993,03.11.1993,DRA,Südwestfunk / Mitteldeutscher Rundfunk,Autobiographical lives,adaptation,"Hörspielbearbeitung, Kurzhörspiel, Monolog",Vasilij Baranov,author; ordinary person,Vasilij Baranov,Ulrich Gerhardt,https://hoerspiele.dra.de/detailansicht/1378354,In the morning they opened our cattle car. And we found out that we were in Dresden. They lined us up and three guards led us through the city. I saw houses like I had never seen in my life.
74,Tagebuch eines Autobiographen,1993,16.06.1993,DRA,Südwestfunk / La Muse en Circuit,Sound art,original radio play,Originalhörspiel,Luc Ferrari,musician; sound artist; author,Luc Ferrari; Brunhild Meyer,Brunhild Meyer,https://hoerspiele.dra.de/detailansicht/1378358,"A portrait is designed and at the same time deconstructed again: It is the biographical attempt of the composer and radio-work maker Luc Ferrari, who embarks on a magnetophonic journey into his own memory, into the labyrinth of his biography and remembers his ancestors, childhood, the war and the German occupation."
75,Der Wind geht gen Mittag und kommt herum zur Mitternacht,1993,13.07.1993,DRA,Sender Freies Berlin / Südwestfunk / Bayerischer Rundfunk,Based on letters,adaptation,Hörspielbearbeitung,Belgrade and Sarajevo during the Yugoslav wars,author; woman; collective,Maruša Krese; Biljana Jovanovic; Rada Ivekovic; Radmila Lazic,Annette Jainski,https://hoerspiele.dra.de/detailansicht/1381519,"Belgrade is overflowing with the shadows of all the destroyed cities, but the most gloomy shadows are those of Sarajevo: shadows of death; Wherever we go, we walk separately or together through the city, which is partly alive - through the street demonstrations - and partly dead: through the corpses of our own and others."
76,Bruchstücke aus dem Tagebuch eines Dorfküsters,1993,25.12.1993,DRA,Süddeutscher Rundfunk,Based on diaries,adaptation,"Monolog, Hörspielbearbeitung",The village sexton,fictional character; ordinary person,Steen Steensen Blicher,Hans Gerd Krogmann,https://hoerspiele.dra.de/detailansicht/1381497,"""Steen Steensen Blicher was forty-two years old when - due to lack of money - he published his first story, which would soon make him famous: the 'Fragments from the Life of a Village Sexton', notes from the years 1708 - 1753, which, following a European fashion, he claimed to have 'found, reviewed and published'."
77,Reise in den Klang der Worte. Porträt des Hörspiel-Regisseurs Jörg Jannings,1993,23.09.1993,DRA,DS Kultur,Biography,portrait,Porträt,Jörg Jannings,director,Mechthild Zschau,Mechthild Zschau,https://hoerspiele.dra.de/detailansicht/1381401,"A portrait of the radio work director Jörg Jannings, collaged from self-statements about stages in his life and work and audio examples from his successful radio productions, for example his radio work realizations of texts by George Taboris."
78,Sehr selten habe ich geweint,1993,09.11.1993,DRA,Sender Freies Berlin,Based on diaries,adaptation,Hörspielbearbeitung,Robert R.,ordinary person; teacher,Ingrid Hammer,Holger Rink,https://hoerspiele.dra.de/detailansicht/1381516,"""Crying is no way out as long as you are in things. Only when I am with you again, in rest and overcoming, will we have to cry a lot... Here, even in front of the saddest pictures, crying has no meaning, and that, pity is mean when it takes the place of help and action."
79,Briefe an die Königin der Nacht,1993,16.10.1993,DRA,Westdeutscher Rundfunk,Based on letters,adaptation,"Hörspielbearbeitung, Kinderhörspiel",Georg Daniel Bratt,fictional character; ordinary person,Inger Edelfeldt,Klaus Wirbitzky,https://hoerspiele.dra.de/detailansicht/1381590,"Why don't you answer my letters?"" This sigh comes from Georg Daniel Bratt, an outsider. But he consciously chose this role because he is completely occupied with his enormous imagination and creativity."
80,Der Hang zur Einsilbigkeit,1993,01.08.1993,DRA,Westdeutscher Rundfunk,Based on diaries,original radio play,Originalhörspiel,Korde,fictional character; author,Wolfgang Hegewald,Dieter Carls,https://hoerspiele.dra.de/detailansicht/1381670,"Korde's oeuvre already includes three novels, two prose poetry collections, four short story volumes, a novella and a joke collection. But he is still not known as a writer, although he was occasionally considered an insider tip."
81,"Ich tippe nur, was ich im Kopf habe",1995,29.10.1995,DRA,Saarländischer Rundfunk,Biography,portrait,Porträt,Karl-Heinz Bölling,author,Heidrun Nass,Heidrun Nass,https://hoerspiele.dra.de/detailansicht/1381923,"More than 50 radio works by Karl-Heinz Bölling, born in 1947, have been produced on (almost) all ARD stations since the mid-1980s. The author, who lives in Dortmund-Aplerbeck, has certainly “typed” a lot more."
82,Futschlinien (1. Teil: Der Reiseschriftsteller Richard Huelsenbeck),1995,14.12.1995,DRA,Bayerischer Rundfunk,Biography,original radio play,Originalhörspiel,Richard Huelsenbeck,author; doctor,Herbert Kapfer; Lisbeth Exner,Ulrich Gerhardt,https://hoerspiele.dra.de/detailansicht/1381820,"He made literary history as a Dadaist in Zurich and Berlin, and only a few people know him as a travel writer: Richard Huelsenbeck (1892-1974), already known in the 1920s as a ship's doctor and correspondent for various newspapers in Asia, Africa and America."
83,Futschlinien (2. Teil: Der Emigrant Richard Huelsenbeck),1995,21.12.1995,DRA,Bayerischer Rundfunk,Biography,original radio play,Originalhörspiel,Richard Huelsenbeck,author; doctor,Herbert Kapfer; Lisbeth Exner,Ulrich Gerhardt,https://hoerspiele.dra.de/detailansicht/1381821,"He made literary history as a Dadaist in Zurich and Berlin, and only a few people know him as a travel writer: Richard Huelsenbeck (1892-1974), already known in the 1920s as a ship's doctor and correspondent for various newspapers in Asia, Africa and America."
84,Das schlechteste Hörspiel der Welt oder Eine Biographie über Niemand,1995,03.01.1995,DRA,Radio Bremen,Biofiction,original radio play,"Originalhörspiel, Monolog",An unnamed poet (Nobody),fictional character; author,John von Düffel,Burkhard Schmid,https://hoerspiele.dra.de/detailansicht/1384864,"How many languages ​​do people need to describe their longing and their happiness, their misfortune and their fears? At least one for every soul, says John von Düffel and leads his poet through all the stages of classical theater dramaturgy with a strong maternal bond and fierce ambition for nothing in his love for a man."
85,Die innere Biografie des Robert Lax (3. Teil: Journals),1995,08.12.1995,DRA,Bayerischer Rundfunk,Based on diaries,essay,Essay,Robert Lax,author,Sigrid Hauff,Herbert Kapfer,https://hoerspiele.dra.de/detailansicht/1385344,"Sigrid Hauff calls the third part of the 'inner biography' ""Journals"". Raped by life in a modern city, Lax retreats to a Greek island."
86,Im Ohrensaal,1995,18.09.1995,DRA,Bayerischer Rundfunk,Autobiographical lives,adaptation,Hörspielbearbeitung,Unica Zürn,author; artist; woman,Unica Zürn; Ursula Krechel,Hans Gerd Krogmann,https://hoerspiele.dra.de/detailansicht/1385008,"""Some delusional systems are as spacious as houses. The sick move about in them as confidently as long-term residents, whose recovery would be tantamount to expulsion. The writer and illustrator Unica Zürn spent many years of her life in the revolving door system between psychiatric institutions."
87,Berlin - Ein akustisches Tagebuch,1996,02.01.1996,DRA,DeutschlandRadio Berlin,Sound art,feature / documentary,"Feature, Originaltonhörspiel",Ursula Weck,author; woman; sound artist,Ursula Weck,Ursula Weck,https://hoerspiele.dra.de/detailansicht/1389829,"The city where the author of this feature has lived for almost 20 years. The “acoustic environmental pollution”, the “Berlin background noise”, surrounds them every day."
88,Berlinisches Tagebuch,1996,18.01.1996,DRA,Sender Freies Berlin,Sound art,sound art,Ars acustica,Mayako Kubo,musician; woman,Mayako Kubo,,https://hoerspiele.dra.de/detailansicht/1386162,"From mid-1989 to mid-1990, Mayako Kubo lived alternately in Berlin and Rome. She kept a diary during this time before and after the fall of the Berlin Wall, and she uses these notes as the starting point for short piano pieces."
89,Erinnerungen an das Jahr Achtunddreißig,1996,24.11.1996,DRA,Saarländischer Rundfunk / Norddeutscher Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Pereira,fictional character; author,Antonio Tabucchi,Heinz von Cramer,https://hoerspiele.dra.de/detailansicht/1385931,"Who is this Pereira who explains, reports, makes a kind of confession? And to whom does he tell the story of the summer in 1938 that took place in Lisbon?"
90,Briefe an den Kaiser,1997,22.07.1997,DRA,Radio Bremen / Rüdiger Kremer,Based on letters,original radio play,"Originalhörspiel, Monolog",Johann Dietrich Weiland,ordinary person,Achim Tischer,Gottfried von Einem,https://hoerspiele.dra.de/detailansicht/1390079,"Three events in Bremen on March 6, 1901: Kaiser Wilhelm II visits Bremen, unemployed Johann Dietrich Weiland has an epileptic seizure, and a piece of scrap metal that he had just picked up flies out of his hand - in the direction of the Kaiser."
91,Das Leben des Karl Valentin (3. Teil),1995,25.10.1995,DRA,Mitteldeutscher Rundfunk,Biography,feature / documentary,Feature,Karl Valentin,actor; author; director; musician,Michael Schulte,Matthias Thalheim,https://hoerspiele.dra.de/detailansicht/1392442,"The couplets that marked the beginning of Valentin's stage career were strongly influenced by his role model, Karl Maxstadt, a highly paid lecturer of great popularity."
92,Das Leben des Karl Valentin (2. Teil),1995,24.10.1995,DRA,Mitteldeutscher Rundfunk,Biography,feature / documentary,Feature,Karl Valentin,actor; author; director; musician,Michael Schulte,Matthias Thalheim,https://hoerspiele.dra.de/detailansicht/1392441,"Karl Valentin entered the Munich variety school in the spring of 1902 and tried his hand as a salon humorist with extremely varied success. After his father's death, he put a lot of money and all his hopes into a self-built orchestra with 20 instruments."
93,Das Leben des Karl Valentin (5. Teil),1995,27.10.1995,DRA,Mitteldeutscher Rundfunk,Biography,feature / documentary,Feature,Karl Valentin,actor; author; director; musician,Michael Schulte,Matthias Thalheim,https://hoerspiele.dra.de/detailansicht/1392444,"Liesl Karlstadt as the partner of the well-known comedian. 'Partner' is just a simple collective term for what she soon became for Karl Valentin: co-author, co-director, lover, organizer, psychiatrist, prompter."
94,Das Leben des Karl Valentin (1. Teil),1995,23.10.1995,DRA,Mitteldeutscher Rundfunk,Biography,feature / documentary,Feature,Karl Valentin,actor; author; director; musician,Michael Schulte,Matthias Thalheim,https://hoerspiele.dra.de/detailansicht/1392429,"On June 4, 1882, Maria Johanna Fey, née Schatte, gave birth to a son who was baptized six days later in Catholic Munich with the Protestant name Valentin Ludwig and later named Karl Valentin (pronounced: Falentin, because according to K.V."
95,Das Leben des Karl Valentin (4. Teil),1995,26.10.1995,DRA,Mitteldeutscher Rundfunk,Biography,feature / documentary,Feature,Karl Valentin,actor; author; director; musician,Michael Schulte,Matthias Thalheim,https://hoerspiele.dra.de/detailansicht/1392443,"In 1909, Karl Valentin noticed the somewhat inconspicuous soubrette Elisabeth Wellano, who he advised to switch to comedy. He writes couplets for her and - based on Karl Maxstadt - invents the name Liesl Karlstadt for her."
